Tempo (s)	Tensão (V)
0.4610081	4.688
0.46180432	4.688
0.46260053	4.568
0.46339675	4.508
0.46419296	4.628
0.46498918	4.388
0.46578539	4.508
0.4665816	4.448
0.46737782	4.268
0.46817403	4.448
0.46897025	4.268
0.46976646	4.268
0.47056268	4.328
0.47135889	4.388
0.4721551	4.268
0.47295132	4.268
0.47374753	4.208
0.47454375	4.088
0.47533996	4.088
0.47613618	4.028
0.47693239	4.028
0.4777286	4.088
0.47852482	4.028
0.47932103	4.088
0.48011725	3.968
0.48091346	4.028
0.48170968	3.968
0.48250589	3.788
0.48330211	3.848
0.48409832	3.728
0.48489453	3.728
0.48569075	3.728
0.48648696	3.608
0.48728318	3.668
0.48807939	3.668
0.48887561	3.548
0.48967182	3.548
0.49046803	3.548
0.49126425	3.488
0.49206046	3.488
0.49285668	3.488
0.49365289	3.308
0.49444911	3.368
0.49524532	3.368
0.49604153	3.128
0.49683775	3.308
0.49763396	3.128
0.49843018	3.068
0.49922639	2.948
0.50002261	2.948
0.50081882	2.948
0.50161503	2.828
0.50241125	2.828
0.50320746	2.828
0.50400368	2.648
0.50479989	2.708
0.50559611	2.648
0.50639232	2.588
0.50718854	2.648
0.50798475	2.588
0.50878096	2.588
0.50957718	2.408
0.51037339	2.468
0.51116961	2.288
0.51196582	2.408
0.51276204	2.288
0.51355825	2.288
0.51435446	2.168
0.51515068	2.228
0.51594689	2.108
0.51674311	1.988
0.51753932	1.988
0.51833554	1.988
0.51913175	1.928
0.51992796	1.868
0.52072418	1.808
0.52152039	1.748
0.52231661	1.748
0.52311282	1.628
0.52390904	1.628
0.52470525	1.628
0.52550147	1.568
0.52629768	1.448
0.52709389	1.448
0.52789011	1.448
0.52868632	1.328
0.52948254	1.088
0.53027875	1.148
0.53107497	1.088
0.53187118	0.908
0.53266739	1.028
0.53346361	0.908
0.53425982	0.908
0.53505604	0.908
0.53585225	0.848
0.53664847	0.728
0.53744468	0.608
0.53824089	0.608
0.53903711	0.488
0.53983332	0.668
0.54062954	0.368
0.54142575	0.428
0.54222197	0.428
0.54301818	0.368
0.54381439	0.308
0.54461061	0.128
0.54540682	0.188
0.54620304	0.128
0.54699925	0.068
0.54779547	0.068
0.54859168	0.008
0.5493879	-0.052
0.55018411	-0.232
0.55098032	-0.172
0.55177654	-0.292
0.55257275	-0.352
0.55336897	-0.292
0.55416518	-0.412
0.5549614	-0.412
0.55575761	-0.592
0.55655382	-0.592
0.55735004	-0.532
0.55814625	-0.772
0.55894247	-0.652
0.55973868	-0.712
0.5605349	-0.832
0.56133111	-0.892
0.56212732	-0.832
0.56292354	-0.832
0.56371975	-1.012
0.56451597	-1.012
0.56531218	-1.132
0.5661084	-1.132
0.56690461	-1.252
0.56770083	-1.192
0.56849704	-1.312
0.56929325	-1.372
0.57008947	-1.432
0.57088568	-1.432
0.5716819	-1.492
0.57247811	-1.612
0.57327433	-1.612
0.57407054	-1.732
0.57486675	-1.732
0.57566297	-1.672
0.57645918	-1.852
0.5772554	-1.792
0.57805161	-1.792
0.57884783	-2.032
0.57964404	-2.032
0.58044025	-2.092
0.58123647	-2.032
0.58203268	-2.032
0.5828289	-2.212
0.58362511	-2.212
0.58442133	-2.332
0.58521754	-2.332
0.58601376	-2.332
0.58680997	-2.452
0.58760618	-2.452
0.5884024	-2.452
0.58919861	-2.512
0.58999483	-2.512
0.59079104	-2.572
0.59158726	-2.752
0.59238347	-2.632
0.59317968	-2.752
0.5939759	-2.692
0.59477211	-2.752
0.59556833	-2.992
0.59636454	-2.932
0.59716076	-3.052
0.59795697	-2.932
0.59875318	-2.932
0.5995494	-3.232
0.60034561	-3.112
0.60114183	-3.172
0.60193804	-3.232
0.60273426	-3.292
0.60353047	-3.352
0.60432668	-3.292
0.6051229	-3.412
0.60591911	-3.412
0.60671533	-3.532
0.60751154	-3.472
0.60830776	-3.652
0.60910397	-3.652
0.60990019	-3.652
0.6106964	-3.592
0.61149261	-3.772
0.61228883	-3.772
0.61308504	-3.592
0.61388126	-3.832
0.61467747	-3.892
0.61547369	-3.832
0.6162699	-3.952
0.61706611	-3.952
0.61786233	-4.132
0.61865854	-4.012
0.61945476	-4.012
0.62025097	-4.132
0.62104719	-4.132
0.6218434	-4.072
0.62263961	-4.192
0.62343583	-4.252
0.62423204	-4.252
0.62502826	-4.192
0.62582447	-4.492
0.62662069	-4.432
0.6274169	-4.252
0.62821312	-4.372
0.62900933	-4.552
0.62980554	-4.432
0.63060176	-4.552
0.63139797	-4.552
0.63219419	-4.552
0.6329904	-4.612
0.63378662	-4.492
0.63458283	-4.612
0.63537904	-4.612
0.63617526	-4.612
0.63697147	-4.672
0.63776769	-4.612
0.6385639	-4.732
0.63936012	-4.732
0.64015633	-4.672
0.64095254	-4.792
0.64174876	-4.792
0.64254497	-4.732
0.64334119	-4.852
0.6441374	-4.792
0.64493362	-4.852
0.64572983	-4.912
0.64652604	-4.912
0.64732226	-4.972
0.64811847	-4.972
0.64891469	-4.972
0.6497109	-5.092
0.65050712	-5.032
0.65130333	-5.032
0.65209955	-4.972
0.65289576	-5.152
0.65369197	-5.152
0.65448819	-5.092
0.6552844	-4.972
0.65608062	-5.092
0.65687683	-5.152
0.65767305	-5.092
0.65846926	-5.092
0.65926547	-5.092
0.66006169	-5.152
0.6608579	-5.212
0.66165412	-5.152
0.66245033	-5.272
0.66324655	-5.272
0.66404276	-5.212
0.66483897	-5.152
0.66563519	-5.212
0.6664314	-5.272
0.66722762	-5.272
0.66802383	-5.212
0.66882005	-5.152
0.66961626	-5.212
0.67041248	-5.272
0.67120869	-5.152
0.6720049	-5.152
0.67280112	-5.092
0.67359733	-5.152
0.67439355	-5.332
0.67518976	-5.152
0.67598598	-5.212
0.67678219	-5.212
0.6775784	-5.332
0.67837462	-5.272
0.67917083	-5.152
0.67996705	-5.272
0.68076326	-5.152
0.68155948	-5.152
0.68235569	-5.212
0.6831519	-5.272
0.68394812	-5.152
0.68474433	-5.152
0.68554055	-5.032
0.68633676	-5.032
0.68713298	-5.032
0.68792919	-5.212
0.68872541	-5.272
0.68952162	-5.032
0.69031783	-5.032
0.69111405	-5.152
0.69191026	-5.032
0.69270648	-5.152
0.69350269	-4.972
0.69429891	-5.092
0.69509512	-4.972
0.69589133	-4.972
0.69668755	-5.032
0.69748376	-5.092
0.69827998	-4.852
0.69907619	-5.092
0.69987241	-4.852
0.70066862	-4.912
0.70146483	-4.852
0.70226105	-4.792
0.70305726	-4.852
0.70385348	-4.792
0.70464969	-4.852
0.70544591	-4.732
0.70624212	-4.792
0.70703833	-4.732
0.70783455	-4.792
0.70863076	-4.792
0.70942698	-4.732
0.71022319	-4.732
0.71101941	-4.552
0.71181562	-4.492
0.71261184	-4.612
0.71340805	-4.612
0.71420426	-4.552
0.71500048	-4.492
0.71579669	-4.552
0.71659291	-4.432
0.71738912	-4.612
0.71818534	-4.432
0.71898155	-4.372
0.71977776	-4.312
0.72057398	-4.312
0.72137019	-4.372
0.72216641	-4.252
0.72296262	-4.252
0.72375884	-4.372
0.72455505	-4.312
0.72535126	-4.072
0.72614748	-4.132
0.72694369	-4.072
0.72773991	-4.012
0.72853612	-3.952
0.72933234	-3.952
0.73012855	-3.952
0.73092477	-4.012
0.73172098	-3.892
0.73251719	-3.952
0.73331341	-3.892
0.73410962	-3.832
0.73490584	-3.832
0.73570205	-3.652
0.73649827	-3.652
0.73729448	-3.592
0.73809069	-3.652
0.73888691	-3.592
0.73968312	-3.652
0.74047934	-3.472
0.74127555	-3.412
0.74207177	-3.532
0.74286798	-3.352
0.74366419	-3.292
0.74446041	-3.412
0.74525662	-3.172
0.74605284	-3.172
0.74684905	-3.232
0.74764527	-3.172
0.74844148	-3.172
0.74923769	-3.052
0.75003391	-2.932
0.75083012	-3.052
0.75162634	-2.932
0.75242255	-2.872
0.75321877	-2.932
0.75401498	-2.692
0.7548112	-2.872
0.75560741	-2.752
0.75640362	-2.632
0.75719984	-2.692
0.75799605	-2.572
0.75879227	-2.452
0.75958848	-2.572
0.7603847	-2.392
0.76118091	-2.272
0.76197712	-2.212
0.76277334	-2.332
0.76356955	-2.212
0.76436577	-2.092
0.76516198	-2.032
0.7659582	-2.092
0.76675441	-1.912
0.76755062	-1.912
0.76834684	-1.972
0.76914305	-1.912
0.76993927	-1.912
0.77073548	-1.672
0.7715317	-1.852
0.77232791	-1.732
0.77312413	-1.612
0.77392034	-1.732
0.77471655	-1.552
0.77551277	-1.612
0.77630898	-1.492
0.7771052	-1.432
0.77790141	-1.312
0.77869763	-1.312
0.77949384	-1.252
0.78029005	-1.192
0.78108627	-1.072
0.78188248	-1.012
0.7826787	-1.072
0.78347491	-1.072
0.78427113	-1.012
0.78506734	-0.832
0.78586355	-0.712
0.78665977	-0.892
0.78745598	-0.712
0.7882522	-0.712
0.78904841	-0.712
0.78984463	-0.652
0.79064084	-0.472
0.79143706	-0.592
0.79223327	-0.472
0.79302948	-0.352
0.7938257	-0.352
0.79462191	-0.352
0.79541813	-0.172
0.79621434	-0.232
0.79701056	-0.052
0.79780677	-0.052
0.79860298	-0.052
0.7993992	0.068
0.80019541	0.128
0.80099163	0.128
0.80178784	0.188
0.80258406	0.188
0.80338027	0.308
0.80417648	0.248
0.8049727	0.368
0.80576891	0.428
0.80656513	0.548
0.80736134	0.548
0.80815756	0.608
0.80895377	0.608
0.80974998	0.608
0.8105462	0.788
0.81134241	0.788
0.81213863	0.968
0.81293484	1.028
0.81373106	0.968
0.81452727	1.088
0.81532349	1.028
0.8161197	1.148
0.81691591	1.208
0.81771213	1.268
0.81850834	1.388
0.81930456	1.328
0.82010077	1.388
0.82089699	1.328
0.8216932	1.448
0.82248941	1.568
0.82328563	1.508
0.82408184	1.628
0.82487806	1.628
0.82567427	1.808
0.82647049	1.808
0.8272667	1.808
0.82806291	1.928
0.82885913	1.988
0.82965534	2.048
0.83045156	1.928
0.83124777	2.048
0.83204399	2.168
0.8328402	2.108
0.83363642	2.168
0.83443263	2.228
0.83522884	2.408
0.83602506	2.348
0.83682127	2.528
0.83761749	2.408
0.8384137	2.468
0.83920992	2.648
0.84000613	2.528
0.84080234	2.828
0.84159856	2.768
0.84239477	2.708
0.84319099	2.828
0.8439872	2.768
0.84478342	2.828
0.84557963	2.888
0.84637584	3.008
0.84717206	2.948
0.84796827	3.008
0.84876449	3.068
0.8495607	3.128
0.85035692	3.128
0.85115313	3.248
0.85194934	3.308
0.85274556	3.308
0.85354177	3.308
0.85433799	3.308
0.8551342	3.368
0.85593042	3.368
0.85672663	3.428
0.85752285	3.548
0.85831906	3.608
0.85911527	3.548
0.85991149	3.548
0.8607077	3.548
0.86150392	3.728
0.86230013	3.668
0.86309635	3.728
0.86389256	3.848
0.86468877	3.668
0.86548499	3.908
0.8662812	3.848
0.86707742	3.908
0.86787363	4.028
0.86866985	3.968
0.86946606	4.028
0.87026227	3.968
0.87105849	4.148
0.8718547	4.028
0.87265092	4.088
0.87344713	4.208
0.87424335	4.148
0.87503956	4.148
0.87583578	4.268
0.87663199	4.208
0.8774282	4.268
0.87822442	4.268
0.87902063	4.328
0.87981685	4.448
0.88061306	4.568
0.88140928	4.568
0.88220549	4.568
0.8830017	4.448
0.88379792	4.508
0.88459413	4.568
0.88539035	4.568
0.88618656	4.628
0.88698278	4.628
0.88777899	4.628
0.8885752	4.748
0.88937142	4.688
0.89016763	4.748
0.89096385	4.808
0.89176006	4.688
0.89255628	4.808
0.89335249	4.868
0.89414871	4.748
0.89494492	4.808
0.89574113	4.808
0.89653735	4.808
0.89733356	5.048
0.89812978	4.808
0.89892599	4.988
0.89972221	4.988
0.90051842	4.868
0.90131463	4.988
0.90211085	4.868
0.90290706	5.108
0.90370328	4.988
0.90449949	5.048
0.90529571	5.048
0.90609192	5.048
0.90688813	5.048
0.90768435	5.108
0.90848056	5.168
0.90927678	5.168
0.91007299	5.048
0.91086921	5.108
0.91166542	5.108
0.91246163	5.168
0.91325785	5.108
0.91405406	5.288
0.91485028	5.108
0.91564649	5.288
0.91644271	5.108
0.91723892	5.168
0.91803514	5.168
0.91883135	5.048
0.91962756	5.168
0.92042378	5.168
0.92121999	5.168
0.92201621	5.288
0.92281242	5.048
0.92360864	5.348
0.92440485	5.228
0.92520106	5.108
0.92599728	5.408
0.92679349	5.228
0.92758971	5.288
0.92838592	5.288
0.92918214	5.288
0.92997835	5.288
0.93077456	5.288
0.93157078	5.168
0.93236699	5.108
0.93316321	5.228
0.93395942	5.108
0.93475564	5.228
0.93555185	5.168
0.93634807	5.108
0.93714428	5.228
0.93794049	5.108
0.93873671	5.168
0.93953292	5.108
0.94032914	5.108
0.94112535	5.108
0.94192157	5.048
0.94271778	5.048
0.94351399	4.868
0.94431021	5.048
0.94510642	5.048
0.94590264	5.048
0.94669885	4.988
0.94749507	4.928
0.94829128	4.928
0.94908749	4.868
0.94988371	4.988
0.95067992	4.988
0.95147614	4.868
0.95227235	4.808
0.95306857	4.748
0.95386478	4.808
0.95466099	4.808
0.95545721	4.748
0.95625342	4.808
0.95704964	4.808
0.95784585	4.688
0.95864207	4.688
0.95943828	4.748
0.9602345	4.628
0.96103071	4.628
0.96182692	4.688
0.96262314	4.568
0.96341935	4.568
0.96421557	4.568
0.96501178	4.508
0.965808	4.508
0.96660421	4.448
0.96740042	4.508
0.96819664	4.508
0.96899285	4.448
0.96978907	4.448
0.97058528	4.328
0.9713815	4.268
0.97217771	4.268
0.97297392	4.268
0.97377014	4.148
0.97456635	4.268
0.97536257	4.208
0.97615878	4.208
0.976955	4.148
0.97775121	4.028
0.97854743	4.088
0.97934364	3.908
0.98013985	4.028
0.98093607	3.848
0.98173228	3.788
0.9825285	3.848
0.98332471	3.728
0.98412093	3.788
0.98491714	3.728
0.98571335	3.668
0.98650957	3.728
0.98730578	3.608
0.988102	3.548
0.98889821	3.488
0.98969443	3.548
0.99049064	3.308
0.99128685	3.308
0.99208307	3.488
0.99287928	3.368
0.9936755	3.308
0.99447171	3.188
